p_BB_G,p_BW_G,p_WB_G,p_WW_G
0.01,1.0,0.21,0.77
0.01,1.0,0.25,0.76
0.01,1.0,0.28,0.75
0.01,1.0,0.33,0.73
0.02,1.0,0.18,0.78
0.02,1.0,0.21,0.77
0.02,1.0,0.25,0.76
0.02,1.0,0.28,0.75
0.02,1.0,0.33,0.73
0.03,1.0,0.18,0.78
0.03,1.0,0.21,0.77
0.03,1.0,0.25,0.76
0.03,1.0,0.28,0.75
0.03,1.0,0.33,0.73
0.04,1.0,0.18,0.78
0.04,1.0,0.21,0.77
0.04,1.0,0.25,0.76
0.04,1.0,0.28,0.75
0.04,1.0,0.33,0.73
0.05,1.0,0.18,0.78
0.05,1.0,0.21,0.77
0.05,1.0,0.25,0.76
0.05,1.0,0.28,0.75
0.05,1.0,0.33,0.73
0.06,1.0,0.18,0.78
0.06,1.0,0.21,0.77
0.06,1.0,0.25,0.76
0.06,1.0,0.28,0.75
0.06,1.0,0.33,0.73
0.07,1.0,0.18,0.78
0.07,1.0,0.21,0.77
0.07,1.0,0.25,0.76
0.07,1.0,0.28,0.75
0.07,1.0,0.33,0.73
0.08,1.0,0.18,0.78
0.08,1.0,0.21,0.77
0.08,1.0,0.25,0.76
0.08,1.0,0.28,0.75
0.08,1.0,0.33,0.73
0.09,1.0,0.18,0.78
0.09,1.0,0.21,0.77
0.09,1.0,0.25,0.76
0.09,1.0,0.28,0.75
0.09,1.0,0.33,0.73
0.1,1.0,0.18,0.78
0.1,1.0,0.21,0.77
0.1,1.0,0.25,0.76
0.1,1.0,0.28,0.75
0.1,1.0,0.33,0.73
0.11,1.0,0.18,0.78
0.11,1.0,0.21,0.77
0.11,1.0,0.25,0.76
0.11,1.0,0.28,0.75
0.11,1.0,0.33,0.73
0.12,1.0,0.18,0.78
0.12,1.0,0.21,0.77
0.12,1.0,0.25,0.76
0.12,1.0,0.28,0.75
0.12,1.0,0.33,0.73
0.13,1.0,0.18,0.78
0.13,1.0,0.21,0.77
0.13,1.0,0.25,0.76
0.13,1.0,0.28,0.75
0.13,1.0,0.33,0.73
0.14,1.0,0.18,0.78
0.14,1.0,0.21,0.77
0.14,1.0,0.25,0.76
0.14,1.0,0.28,0.75
0.14,1.0,0.33,0.73
0.15,1.0,0.18,0.78
0.15,1.0,0.21,0.77
0.15,1.0,0.25,0.76
0.15,1.0,0.28,0.75
0.15,1.0,0.33,0.73
0.16,1.0,0.18,0.78
0.16,1.0,0.21,0.77
0.16,1.0,0.25,0.76
0.16,1.0,0.28,0.75
0.16,1.0,0.33,0.73
0.17,1.0,0.18,0.78
0.17,1.0,0.21,0.77
0.17,1.0,0.25,0.76
0.17,1.0,0.28,0.75
0.17,1.0,0.33,0.73
0.18,1.0,0.18,0.78
0.18,1.0,0.21,0.77
0.18,1.0,0.25,0.76
0.18,1.0,0.28,0.75
0.18,1.0,0.33,0.73
0.19,1.0,0.18,0.78
0.19,1.0,0.21,0.77
0.19,1.0,0.25,0.76
0.19,1.0,0.28,0.75
0.19,1.0,0.33,0.73
0.2,1.0,0.18,0.78
0.2,1.0,0.21,0.77
0.2,1.0,0.25,0.76
0.2,1.0,0.28,0.75
0.2,1.0,0.33,0.73
0.21,1.0,0.18,0.78
0.21,1.0,0.21,0.77
0.21,1.0,0.25,0.76
0.21,1.0,0.28,0.75
0.21,1.0,0.33,0.73
0.22,1.0,0.18,0.78
0.22,1.0,0.21,0.77
0.22,1.0,0.25,0.76
0.22,1.0,0.28,0.75
0.22,1.0,0.33,0.73
0.23,1.0,0.18,0.78
0.23,1.0,0.21,0.77
0.23,1.0,0.25,0.76
0.23,1.0,0.28,0.75
0.23,1.0,0.33,0.73
0.24,1.0,0.14,0.79
0.24,1.0,0.18,0.78
