p_BB_G,p_BW_G,p_WB_G,p_WW_G
0.01,1.0,0.13,0.5700000000000001
0.01,1.0,0.14,0.5700000000000001
0.01,1.0,0.14,0.58
0.01,1.0,0.15,0.56
0.01,1.0,0.15,0.5700000000000001
0.01,1.0,0.15,0.58
0.01,1.0,0.16,0.56
0.01,1.0,0.16,0.5700000000000001
0.01,1.0,0.16,0.58
0.01,1.0,0.16,0.59
0.01,1.0,0.17,0.55
0.01,1.0,0.17,0.56
0.01,1.0,0.17,0.5700000000000001
0.01,1.0,0.17,0.58
0.01,1.0,0.17,0.59
0.01,1.0,0.17,0.6
0.01,1.0,0.18,0.55
0.01,1.0,0.18,0.56
0.01,1.0,0.18,0.5700000000000001
0.01,1.0,0.18,0.58
0.01,1.0,0.18,0.59
0.01,1.0,0.18,0.6
0.01,1.0,0.19,0.54
0.01,1.0,0.19,0.55
0.01,1.0,0.19,0.56
0.01,1.0,0.19,0.5700000000000001
0.01,1.0,0.19,0.58
0.01,1.0,0.19,0.59
0.01,1.0,0.19,0.6
0.01,1.0,0.19,0.61
0.01,1.0,0.2,0.54
0.01,1.0,0.2,0.55
0.01,1.0,0.2,0.56
0.01,1.0,0.2,0.5700000000000001
0.01,1.0,0.2,0.58
0.01,1.0,0.2,0.59
0.01,1.0,0.2,0.6
0.01,1.0,0.2,0.61
0.01,1.0,0.2,0.62
0.01,1.0,0.21,0.53
0.01,1.0,0.21,0.54
0.01,1.0,0.21,0.55
0.01,1.0,0.21,0.56
0.01,1.0,0.21,0.5700000000000001
0.01,1.0,0.21,0.58
0.01,1.0,0.21,0.59
0.01,1.0,0.21,0.6
0.01,1.0,0.21,0.61
0.01,1.0,0.21,0.62
0.01,1.0,0.22,0.52
0.01,1.0,0.22,0.53
0.01,1.0,0.22,0.54
0.01,1.0,0.22,0.55
0.01,1.0,0.22,0.56
0.01,1.0,0.22,0.5700000000000001
0.01,1.0,0.22,0.58
0.01,1.0,0.22,0.59
0.01,1.0,0.22,0.6
0.01,1.0,0.22,0.61
0.01,1.0,0.22,0.62
0.01,1.0,0.23,0.52
0.01,1.0,0.23,0.53
0.01,1.0,0.23,0.54
0.01,1.0,0.23,0.55
0.01,1.0,0.23,0.56
0.01,1.0,0.23,0.5700000000000001
0.01,1.0,0.23,0.58
0.01,1.0,0.23,0.59
0.01,1.0,0.23,0.6
0.01,1.0,0.23,0.61
0.01,1.0,0.23,0.62
0.01,1.0,0.24,0.51
0.01,1.0,0.24,0.52
0.01,1.0,0.24,0.53
0.01,1.0,0.24,0.54
0.01,1.0,0.24,0.55
0.01,1.0,0.24,0.56
0.01,1.0,0.24,0.5700000000000001
0.01,1.0,0.24,0.58
0.01,1.0,0.24,0.59
0.01,1.0,0.24,0.6
0.01,1.0,0.24,0.61
0.01,1.0,0.24,0.62
0.01,1.0,0.25,0.5
0.01,1.0,0.25,0.51
0.01,1.0,0.25,0.52
0.01,1.0,0.25,0.53
0.01,1.0,0.25,0.54
0.01,1.0,0.25,0.55
0.01,1.0,0.25,0.56
0.01,1.0,0.25,0.5700000000000001
0.01,1.0,0.25,0.58
0.01,1.0,0.25,0.59
0.01,1.0,0.25,0.6
0.01,1.0,0.25,0.61
0.01,1.0,0.25,0.62
0.01,1.0,0.26,0.5
0.01,1.0,0.26,0.51
0.01,1.0,0.26,0.52
0.01,1.0,0.26,0.53
0.01,1.0,0.26,0.54
0.01,1.0,0.26,0.55
