Unnamed: 0,carnet1,carnet2,term_action,freq_interaction,program_title1,first_term1,lowinc1,highinc1,midinc1,program_title2,first_term2,lowinc2,highinc2,midinc2,month,month_action
11139024,201314581.0,201616830.0,201620.0,1.0,6: Political Science,201620.0,0.0,1.0,0.0,6: Political Science,201620.0,0.0,1.0,0.0,edge.list.full.agosto.3.csv,8.0
11139065,201314581.0,201632491.0,201620.0,1.0,6: Political Science,201620.0,0.0,1.0,0.0,6: Political Science,201620.0,0.0,1.0,0.0,edge.list.full.agosto.3.csv,8.0
11479231,201411900.0,201530809.0,201620.0,1.0,6: Political Science,201620.0,0.0,1.0,0.0,6: Political Science,201620.0,0.0,1.0,0.0,edge.list.full.agosto.3.csv,8.0
11479289,201411900.0,201630476.0,201620.0,1.0,6: Political Science,201620.0,0.0,1.0,0.0,6: Political Science,201620.0,0.0,1.0,0.0,edge.list.full.agosto.3.csv,8.0
11479292,201411900.0,201630711.0,201620.0,1.0,6: Political Science,201620.0,0.0,1.0,0.0,6: Political Science,201620.0,0.0,1.0,0.0,edge.list.full.agosto.3.csv,8.0
11479293,201411900.0,201630752.0,201620.0,1.0,6: Political Science,201620.0,0.0,1.0,0.0,6: Political Science,201620.0,0.0,1.0,0.0,edge.list.full.agosto.3.csv,8.0
11479298,201411900.0,201630878.0,201620.0,1.0,6: Political Science,201620.0,0.0,1.0,0.0,6: Political Science,201620.0,0.0,0.0,1.0,edge.list.full.agosto.3.csv,8.0
11479309,201411900.0,201631305.0,201620.0,1.0,6: Political Science,201620.0,0.0,1.0,0.0,6: Political Science,201620.0,0.0,1.0,0.0,edge.list.full.agosto.3.csv,8.0
11479321,201411900.0,201631985.0,201620.0,1.0,6: Political Science,201620.0,0.0,1.0,0.0,6: Political Science,201620.0,0.0,1.0,0.0,edge.list.full.agosto.3.csv,8.0
11479328,201411900.0,201632489.0,201620.0,4.0,6: Political Science,201620.0,0.0,1.0,0.0,6: Political Science,201620.0,0.0,1.0,0.0,edge.list.full.agosto.3.csv,8.0
12138108,201514116.0,201613203.0,201620.0,1.0,6: Political Science,201620.0,1.0,0.0,0.0,6: Political Science,201620.0,0.0,0.0,1.0,edge.list.full.agosto.3.csv,8.0
12138119,201514116.0,201614705.0,201620.0,12.0,6: Political Science,201620.0,1.0,0.0,0.0,6: Political Science,201620.0,1.0,0.0,0.0,edge.list.full.agosto.3.csv,8.0
12138123,201514116.0,201615348.0,201620.0,2.0,6: Political Science,201620.0,1.0,0.0,0.0,6: Political Science,201620.0,1.0,0.0,0.0,edge.list.full.agosto.3.csv,8.0
12138142,201514116.0,201622123.0,201620.0,1.0,6: Political Science,201620.0,1.0,0.0,0.0,6: Political Science,201620.0,0.0,0.0,1.0,edge.list.full.agosto.3.csv,8.0
12138151,201514116.0,201630675.0,201620.0,1.0,6: Political Science,201620.0,1.0,0.0,0.0,6: Political Science,201620.0,0.0,1.0,0.0,edge.list.full.agosto.3.csv,8.0
12138152,201514116.0,201630711.0,201620.0,12.0,6: Political Science,201620.0,1.0,0.0,0.0,6: Political Science,201620.0,0.0,1.0,0.0,edge.list.full.agosto.3.csv,8.0
12138153,201514116.0,201630752.0,201620.0,1.0,6: Political Science,201620.0,1.0,0.0,0.0,6: Political Science,201620.0,0.0,1.0,0.0,edge.list.full.agosto.3.csv,8.0
12138170,201514116.0,201631985.0,201620.0,7.0,6: Political Science,201620.0,1.0,0.0,0.0,6: Political Science,201620.0,0.0,1.0,0.0,edge.list.full.agosto.3.csv,8.0
12138175,201514116.0,201632407.0,201620.0,1.0,6: Political Science,201620.0,1.0,0.0,0.0,6: Political Science,201620.0,0.0,1.0,0.0,edge.list.full.agosto.3.csv,8.0
12375271,201530809.0,201532169.0,201620.0,5.0,6: Political Science,201620.0,0.0,1.0,0.0,6: Political Science,201620.0,0.0,1.0,0.0,edge.list.full.agosto.3.csv,8.0
12375300,201530809.0,201613203.0,201620.0,10.0,6: Political Science,201620.0,0.0,1.0,0.0,6: Political Science,201620.0,0.0,0.0,1.0,edge.list.full.agosto.3.csv,8.0
12375305,201530809.0,201615040.0,201620.0,4.0,6: Political Science,201620.0,0.0,1.0,0.0,6: Political Science,201620.0,0.0,0.0,1.0,edge.list.full.agosto.3.csv,8.0
12375344,201530809.0,201629701.0,201620.0,2.0,6: Political Science,201620.0,0.0,1.0,0.0,6: Political Science,201620.0,0.0,0.0,1.0,edge.list.full.agosto.3.csv,8.0
12375348,201530809.0,201630476.0,201620.0,2.0,6: Political Science,201620.0,0.0,1.0,0.0,6: Political Science,201620.0,0.0,1.0,0.0,edge.list.full.agosto.3.csv,8.0
12375353,201530809.0,201630841.0,201620.0,9.0,6: Political Science,201620.0,0.0,1.0,0.0,6: Political Science,201620.0,0.0,1.0,0.0,edge.list.full.agosto.3.csv,8.0
12375354,201530809.0,201630878.0,201620.0,1.0,6: Political Science,201620.0,0.0,1.0,0.0,6: Political Science,201620.0,0.0,0.0,1.0,edge.list.full.agosto.3.csv,8.0
12375356,201530809.0,201631305.0,201620.0,4.0,6: Political Science,201620.0,0.0,1.0,0.0,6: Political Science,201620.0,0.0,1.0,0.0,edge.list.full.agosto.3.csv,8.0
12375359,201530809.0,201631625.0,201620.0,1.0,6: Political Science,201620.0,0.0,1.0,0.0,6: Political Science,201620.0,0.0,1.0,0.0,edge.list.full.agosto.3.csv,8.0
12375375,201530809.0,201633108.0,201620.0,1.0,6: Political Science,201620.0,0.0,1.0,0.0,6: Political Science,201620.0,0.0,1.0,0.0,edge.list.full.agosto.3.csv,8.0
