Unnamed: 0,carnet1,carnet2,term_action,freq_interaction,program_title1,first_term1,lowinc1,highinc1,midinc1,program_title2,first_term2,lowinc2,highinc2,midinc2,month,month_action
13055309,201712531.0,201729866.0,201720.0,15.0,2: Anthropology,201720.0,0.0,0.0,1.0,2: Anthropology,201720.0,0.0,1.0,0.0,edge.list.full.agosto.3.csv,8.0
13157876,201718777.0,201728415.0,201720.0,2.0,2: Anthropology,201720.0,0.0,1.0,0.0,2: Anthropology,201720.0,0.0,0.0,1.0,edge.list.full.agosto.3.csv,8.0
13157892,201718777.0,201730151.0,201720.0,1.0,2: Anthropology,201720.0,0.0,1.0,0.0,2: Anthropology,201720.0,0.0,1.0,0.0,edge.list.full.agosto.3.csv,8.0
13157893,201718777.0,201730309.0,201720.0,16.0,2: Anthropology,201720.0,0.0,1.0,0.0,2: Anthropology,201720.0,0.0,0.0,1.0,edge.list.full.agosto.3.csv,8.0
13157898,201718777.0,201730548.0,201720.0,8.0,2: Anthropology,201720.0,0.0,1.0,0.0,2: Anthropology,201720.0,0.0,0.0,1.0,edge.list.full.agosto.3.csv,8.0
13185951,201728415.0,201729044.0,201720.0,2.0,2: Anthropology,201720.0,0.0,0.0,1.0,2: Anthropology,201720.0,0.0,1.0,0.0,edge.list.full.agosto.3.csv,8.0
13185964,201728415.0,201730151.0,201720.0,4.0,2: Anthropology,201720.0,0.0,0.0,1.0,2: Anthropology,201720.0,0.0,1.0,0.0,edge.list.full.agosto.3.csv,8.0
13185968,201728415.0,201730309.0,201720.0,1.0,2: Anthropology,201720.0,0.0,0.0,1.0,2: Anthropology,201720.0,0.0,0.0,1.0,edge.list.full.agosto.3.csv,8.0
13185969,201728415.0,201730347.0,201720.0,3.0,2: Anthropology,201720.0,0.0,0.0,1.0,2: Anthropology,201720.0,0.0,1.0,0.0,edge.list.full.agosto.3.csv,8.0
13185976,201728415.0,201730528.0,201720.0,9.0,2: Anthropology,201720.0,0.0,0.0,1.0,2: Anthropology,201720.0,0.0,1.0,0.0,edge.list.full.agosto.3.csv,8.0
13185979,201728415.0,201730744.0,201720.0,1.0,2: Anthropology,201720.0,0.0,0.0,1.0,2: Anthropology,201720.0,0.0,1.0,0.0,edge.list.full.agosto.3.csv,8.0
13185989,201728415.0,201731608.0,201720.0,10.0,2: Anthropology,201720.0,0.0,0.0,1.0,2: Anthropology,201720.0,0.0,1.0,0.0,edge.list.full.agosto.3.csv,8.0
13187280,201728769.0,201729044.0,201720.0,1.0,2: Anthropology,201720.0,0.0,1.0,0.0,2: Anthropology,201720.0,0.0,1.0,0.0,edge.list.full.agosto.3.csv,8.0
13187290,201728769.0,201730151.0,201720.0,1.0,2: Anthropology,201720.0,0.0,1.0,0.0,2: Anthropology,201720.0,0.0,1.0,0.0,edge.list.full.agosto.3.csv,8.0
13187291,201728769.0,201730347.0,201720.0,1.0,2: Anthropology,201720.0,0.0,1.0,0.0,2: Anthropology,201720.0,0.0,1.0,0.0,edge.list.full.agosto.3.csv,8.0
13187292,201728769.0,201730528.0,201720.0,2.0,2: Anthropology,201720.0,0.0,1.0,0.0,2: Anthropology,201720.0,0.0,1.0,0.0,edge.list.full.agosto.3.csv,8.0
13194583,201729044.0,201730347.0,201720.0,1.0,2: Anthropology,201720.0,0.0,1.0,0.0,2: Anthropology,201720.0,0.0,1.0,0.0,edge.list.full.agosto.3.csv,8.0
13194586,201729044.0,201730528.0,201720.0,2.0,2: Anthropology,201720.0,0.0,1.0,0.0,2: Anthropology,201720.0,0.0,1.0,0.0,edge.list.full.agosto.3.csv,8.0
13194588,201729044.0,201730548.0,201720.0,1.0,2: Anthropology,201720.0,0.0,1.0,0.0,2: Anthropology,201720.0,0.0,0.0,1.0,edge.list.full.agosto.3.csv,8.0
13194591,201729044.0,201730744.0,201720.0,5.0,2: Anthropology,201720.0,0.0,1.0,0.0,2: Anthropology,201720.0,0.0,1.0,0.0,edge.list.full.agosto.3.csv,8.0
13194598,201729044.0,201731608.0,201720.0,1.0,2: Anthropology,201720.0,0.0,1.0,0.0,2: Anthropology,201720.0,0.0,1.0,0.0,edge.list.full.agosto.3.csv,8.0
13233343,201730151.0,201730347.0,201720.0,2.0,2: Anthropology,201720.0,0.0,1.0,0.0,2: Anthropology,201720.0,0.0,1.0,0.0,edge.list.full.agosto.3.csv,8.0
13233344,201730151.0,201730528.0,201720.0,2.0,2: Anthropology,201720.0,0.0,1.0,0.0,2: Anthropology,201720.0,0.0,1.0,0.0,edge.list.full.agosto.3.csv,8.0
13233349,201730151.0,201731608.0,201720.0,1.0,2: Anthropology,201720.0,0.0,1.0,0.0,2: Anthropology,201720.0,0.0,1.0,0.0,edge.list.full.agosto.3.csv,8.0
13238254,201730309.0,201730528.0,201720.0,2.0,2: Anthropology,201720.0,0.0,0.0,1.0,2: Anthropology,201720.0,0.0,1.0,0.0,edge.list.full.agosto.3.csv,8.0
13238255,201730309.0,201730548.0,201720.0,7.0,2: Anthropology,201720.0,0.0,0.0,1.0,2: Anthropology,201720.0,0.0,0.0,1.0,edge.list.full.agosto.3.csv,8.0
13239230,201730347.0,201730528.0,201720.0,4.0,2: Anthropology,201720.0,0.0,1.0,0.0,2: Anthropology,201720.0,0.0,1.0,0.0,edge.list.full.agosto.3.csv,8.0
13239232,201730347.0,201730744.0,201720.0,2.0,2: Anthropology,201720.0,0.0,1.0,0.0,2: Anthropology,201720.0,0.0,1.0,0.0,edge.list.full.agosto.3.csv,8.0
13239241,201730347.0,201731608.0,201720.0,2.0,2: Anthropology,201720.0,0.0,1.0,0.0,2: Anthropology,201720.0,0.0,1.0,0.0,edge.list.full.agosto.3.csv,8.0
13243821,201730528.0,201730744.0,201720.0,1.0,2: Anthropology,201720.0,0.0,1.0,0.0,2: Anthropology,201720.0,0.0,1.0,0.0,edge.list.full.agosto.3.csv,8.0
13243822,201730528.0,201731608.0,201720.0,13.0,2: Anthropology,201720.0,0.0,1.0,0.0,2: Anthropology,201720.0,0.0,1.0,0.0,edge.list.full.agosto.3.csv,8.0
13244388,201730548.0,201730744.0,201720.0,1.0,2: Anthropology,201720.0,0.0,0.0,1.0,2: Anthropology,201720.0,0.0,1.0,0.0,edge.list.full.agosto.3.csv,8.0
13249711,201730744.0,201731608.0,201720.0,1.0,2: Anthropology,201720.0,0.0,1.0,0.0,2: Anthropology,201720.0,0.0,1.0,0.0,edge.list.full.agosto.3.csv,8.0
